Ticket_ID,Subject,Description,Category,Priority
TKT-01010,How do I update the payment method on file to a new credit c...,How do I update the payment method on file to a new credit card?,Billing,Medium
TKT-01011,Password reset link expired instantly. I've tried five times...,Password reset link expired instantly. I've tried five times with no luck.,Account Access,High
TKT-01012,Where can I find your community forum or user group?,Where can I find your community forum or user group?,General Inquiry,Low
TKT-01013,We've been waiting for days. Is there a mobile app available...,We've been waiting for days. Is there a mobile app available for Android? Appreciate your help. ,General Inquiry,Low
TKT-01014,Database sync is corrupted and none of our records are loadi...,Database sync is corrupted and none of our records are loading properly.,Technical,High
TKT-01015,Search functionality returns irrelevant results for exact-ma...,"Search functionality returns irrelevant results for exact-match queries. By the way, ",Technical,Medium
TKT-01016,"By the way, What are the password complexity requirements?","By the way, What are the password complexity requirements?",Account Access,Low
TKT-01017,The drag-and-drop feature stopped working in the latest Chro...,The drag-and-drop feature stopped working in the latest Chrome update.,Technical,Medium
TKT-01018,The SLA breach count has exceeded the threshold. Requesting ...,The SLA breach count has exceeded the threshold. Requesting formal review.,General Inquiry,High
TKT-01019,I can log in on mobile but the web app says my credentials a...,I can log in on mobile but the web app says my credentials are invalid.,Account Access,Medium
TKT-01020,"Hi team, How do I enable two-factor authentication for my ac...","Hi team, How do I enable two-factor authentication for my account?",Account Access,Medium
TKT-01021,Integration with our CRM completely broke after your last de...,Integration with our CRM completely broke after your last deployment.,Technical,High
TKT-01022,Is there a way to change the default font size in the dashbo...,Is there a way to change the default font size in the dashboard? Urgent: ,Technical,Low
TKT-01023,Why was I charged a different amount than what's shown on th...,Why was I charged a different amount than what's shown on the pricing page?,Billing,Medium
TKT-01024,My promo code didn't apply at checkout. Can someone look int...,My promo code didn't apply at checkout. Can someone look into this?,Billing,Medium
TKT-01025,This is really frustrating. Client-facing demo is tomorrow a...,This is really frustrating. Client-facing demo is tomorrow and the trial environment is not set up yet.,General Inquiry,High
TKT-01026,Database sync is corrupted and none of our records are loadi...,Database sync is corrupted and none of our records are loading properly. Please note: ,Technical,High
TKT-01027,We've been waiting for days. Push notifications are delayed ...,We've been waiting for days. Push notifications are delayed by several hours on the mobile app. Appreciate your help. ,Technical,Medium
TKT-01028,Can you add keyboard shortcuts for the most common actions? ...,"Can you add keyboard shortcuts for the most common actions? By the way, ",Technical,Low
TKT-01029,Do you have case studies from companies in the healthcare se...,Do you have case studies from companies in the healthcare sector?,General Inquiry,Medium
TKT-01030,Where can I find my account ID or customer number?,Where can I find my account ID or customer number?,Account Access,Low
TKT-01031,The on-boarding tooltip covers the submit button on smaller ...,The on-boarding tooltip covers the submit button on smaller screens.,Technical,Low
TKT-01032,Client-facing demo is tomorrow and the trial environment is ...,Client-facing demo is tomorrow and the trial environment is not set up yet.,General Inquiry,High
TKT-01033,Hoping someone can assist. What are the password complexity ...,Hoping someone can assist. What are the password complexity requirements?,Account Access,Low
TKT-01034,I see a mysterious charge labeled 'premium upgrade' that I n...,I see a mysterious charge labeled 'premium upgrade' that I never requested.,Billing,High
TKT-01035,Looking forward to a quick resolution. Can I use a passkey i...,Looking forward to a quick resolution. Can I use a passkey instead of a traditional password?,Account Access,Low
TKT-01036,How do I enable two-factor authentication for my account?,How do I enable two-factor authentication for my account?,Account Access,Medium
TKT-01037,Please note: Just wanted to say thanks — the new update is r...,Please note: Just wanted to say thanks — the new update is really smooth!,General Inquiry,Low
TKT-01038,We've been waiting for days. The discount I was promised dur...,We've been waiting for days. The discount I was promised during sign-up isn't reflected on my bill. Thanks in advance. ,Billing,Medium
TKT-01039,Appreciate your help. Push notifications are delayed by seve...,Appreciate your help. Push notifications are delayed by several hours on the mobile app.,Technical,Medium
TKT-01040,What happens to my data if I miss a payment cycle?,What happens to my data if I miss a payment cycle?,Billing,Low
TKT-01041,Minor typo on the settings page: 'Notifcations' instead of '...,Minor typo on the settings page: 'Notifcations' instead of 'Notifications'. FYI — ,Technical,Low
TKT-01042,Regulatory audit requires compliance documentation by end of...,Regulatory audit requires compliance documentation by end of day. Please expedite.,General Inquiry,High
TKT-01043,How do I update the payment method on file to a new credit c...,How do I update the payment method on file to a new credit card?,Billing,Medium
TKT-01044,This is really frustrating. Multi-factor authentication is b...,This is really frustrating. Multi-factor authentication is broken; I cannot receive any verification codes. Hoping someone can assist. ,Account Access,High
TKT-01045,Unauthorized charge on my account. I did not authorize this ...,Unauthorized charge on my account. I did not authorize this transaction at all. Please prioritize this. ,Billing,High
TKT-01046,What is the process for submitting a feature request?,What is the process for submitting a feature request?,General Inquiry,Medium
TKT-01047,This is really frustrating. Where can I find my account ID o...,This is really frustrating. Where can I find my account ID or customer number? Please note: ,Account Access,Low
